pressure,depth,temperature,Salinity,density,oxygen
522,518.478,7.1279,34.5441,1029.4234,1.38343
523,519.47,7.1158,34.5447,1029.4302,1.38683
524,520.462,7.1122,34.5446,1029.4353,1.38619
525,521.454,7.1057,34.5442,1029.4405,1.38476
526,522.446,7.095,34.545,1029.4472,1.38701
527,523.438,7.0926,34.545,1029.4521,1.38417
528,524.43,7.0922,34.5447,1029.4565,1.38668
529,525.422,7.0912,34.5445,1029.461,1.37979
530,526.414,7.0882,34.5443,1029.4658,1.38434
531,527.406,7.0831,34.5444,1029.4712,1.38608
532,528.398,7.0813,34.5444,1029.4761,1.38556
533,529.39,7.0747,34.5443,1029.4815,1.38706
534,530.382,7.0714,34.5444,1029.4866,1.38668
535,531.374,7.0676,34.5442,1029.4916,1.38607
536,532.366,7.0602,34.5444,1029.4974,1.3839
537,533.358,7.0557,34.5447,1029.5028,1.38663
538,534.35,7.0543,34.5445,1029.5074,1.38446
539,535.342,7.0526,34.5443,1029.512,1.38593
540,536.334,7.0467,34.5442,1029.5174,1.38912
541,537.326,7.0403,34.5446,1029.5232,1.38751
542,538.317,7.038,34.5447,1029.5282,1.38497
543,539.309,7.0276,34.5443,1029.5339,1.38681
544,540.301,7.017,34.5445,1029.5402,1.39123
545,541.293,7.0042,34.5448,1029.547,1.38873
546,542.285,6.9917,34.545,1029.5535,1.38573
547,543.277,6.9771,34.5458,1029.5608,1.38542
548,544.269,6.969,34.546,1029.5668,1.38552
549,545.261,6.9646,34.5462,1029.5721,1.38305
550,546.253,6.9601,34.5459,1029.5771,1.38339
551,547.245,6.9533,34.5461,1029.5828,1.38753
552,548.236,6.9485,34.5462,1029.5881,1.38799
553,549.228,6.9463,34.5461,1029.5929,1.38707
554,550.22,6.9368,34.5461,1029.5989,1.38845
555,551.212,6.9323,34.5464,1029.6043,1.38909
556,552.204,6.925,34.5466,1029.6101,1.38692
557,553.196,6.9178,34.5466,1029.6157,1.38448
558,554.187,6.9071,34.5465,1029.6218,1.3902
559,555.179,6.8963,34.5471,1029.6284,1.39234
560,556.171,6.8898,34.5473,1029.634,1.38559
561,557.163,6.8848,34.5476,1029.6396,1.38341
562,558.155,6.882,34.5474,1029.6444,1.38723
563,559.146,6.8739,34.5462,1029.6492,1.39022
564,560.138,6.8457,34.5483,1029.6596,1.39332
565,561.13,6.8415,34.5485,1029.6649,1.38977
566,562.122,6.8393,34.5484,1029.6697,1.38712
567,563.114,6.8373,34.5483,1029.6744,1.38919
568,564.106,6.8365,34.5481,1029.679,1.38803
569,565.097,6.8308,34.5479,1029.6842,1.38623
570,566.089,6.8248,34.5482,1029.6899,1.38889
571,567.081,6.8217,34.5483,1029.6949,1.38738
572,568.073,6.8161,34.5479,1029.7,1.38657
573,569.064,6.8051,34.5485,1029.7067,1.38768
574,570.056,6.8005,34.5487,1029.712,1.38417
575,571.048,6.7974,34.5487,1029.717,1.38805
576,572.04,6.7962,34.5487,1029.7217,1.38632
577,573.032,6.7947,34.5486,1029.7264,1.38689
578,574.023,6.7933,34.5486,1029.7312,1.38562
579,575.015,6.7918,34.5486,1029.7359,1.38312
580,576.007,6.7903,34.5486,1029.7407,1.38392
581,576.998,6.7869,34.5487,1029.7458,1.38327
582,577.99,6.7849,34.5486,1029.7506,1.38555
583,578.982,6.7797,34.5484,1029.7557,1.38685
584,579.974,6.7742,34.5489,1029.7615,1.3878
585,580.965,6.767,34.5487,1029.7669,1.39078
586,581.957,6.7566,34.5492,1029.7734,1.38554
587,582.949,6.7494,34.549,1029.7789,1.38465
588,583.94,6.7339,34.5499,1029.7864,1.38791
589,584.932,6.7246,34.55,1029.7924,1.39022
590,585.924,6.7192,34.5502,1029.7979,1.38589
591,586.915,6.7107,34.5502,1029.8037,1.38586
592,587.907,6.7036,34.5506,1029.8096,1.3876
593,588.899,6.701,34.5506,1029.8145,1.3894
594,589.89,6.691,34.55,1029.8201,1.38403
595,590.882,6.6758,34.5508,1029.8275,1.38243
596,591.874,6.6626,34.5516,1029.8346,1.38463
597,592.865,6.6616,34.5516,1029.8393,1.38225
598,593.857,6.6551,34.5507,1029.8441,1.38197
599,594.849,6.64,34.5519,1029.8518,1.38342
600,595.84,6.6316,34.5517,1029.8574,1.38597
601,596.832,6.6272,34.5521,1029.8629,1.38312
602,597.824,6.6231,34.552,1029.868,1.38641
603,598.815,6.6138,34.5523,1029.8741,1.38818
604,599.807,6.6092,34.5522,1029.8793,1.38791
605,600.798,6.6052,34.5523,1029.8844,1.38348
606,601.79,6.6037,34.5524,1029.8893,1.37898
607,602.782,6.6028,34.5524,1029.894,1.38231
608,603.773,6.5978,34.5521,1029.899,1.38628
609,604.765,6.5915,34.5524,1029.9047,1.38145
610,605.756,6.5868,34.5522,1029.9098,1.38088
611,606.748,6.5812,34.5525,1029.9154,1.38487
612,607.74,6.5765,34.5526,1029.9208,1.38322
613,608.731,6.5694,34.5527,1029.9264,1.3832
614,609.723,6.5661,34.5529,1029.9315,1.38198
615,610.714,6.5658,34.5528,1029.936,1.38167
616,611.706,6.5652,34.5526,1029.9406,1.38319
617,612.698,6.5648,34.5526,1029.9452,1.38176
618,613.689,6.5642,34.5528,1029.9499,1.37463
619,614.681,6.5635,34.5526,1029.9544,1.38125
620,615.672,6.562,34.5525,1029.9591,1.38261
621,616.664,6.5614,34.5526,1029.9638,1.377
622,617.655,6.5614,34.5525,1029.9682,1.38013
623,618.647,6.5613,34.5523,1029.9727,1.37595
624,619.638,6.5607,34.5524,1029.9773,1.37784
625,620.63,6.5597,34.5525,1029.9821,1.37984
626,621.621,6.5568,34.5523,1029.9869,1.37793
627,622.613,6.5514,34.5524,1029.9923,1.37775
628,623.604,6.5487,34.5526,1029.9975,1.37695
629,624.596,6.5456,34.5527,1030.0025,1.37651
630,625.587,6.5436,34.5526,1030.0073,1.37314
631,626.579,6.5417,34.5528,1030.0122,1.37781
632,627.57,6.54,34.5527,1030.017,1.37295
633,628.562,6.5387,34.5527,1030.0217,1.3766
634,629.553,6.5379,34.5528,1030.0264,1.37181
635,630.545,6.5361,34.5528,1030.0312,1.37122
636,631.536,6.5338,34.5528,1030.0361,1.38213
637,632.528,6.53,34.5527,1030.0411,1.38096
638,633.519,6.5202,34.553,1030.0473,1.37134
639,634.51,6.5068,34.5536,1030.0543,1.37288
640,635.502,6.4988,34.5538,1030.0601,1.37497
641,636.493,6.4987,34.5539,1030.0648,1.3761
642,637.485,6.4979,34.5536,1030.0692,1.37633
643,638.476,6.4902,34.5538,1030.0751,1.37693
644,639.468,6.4856,34.554,1030.0804,1.37875
645,640.459,6.4831,34.5541,1030.0854,1.37115
646,641.451,6.4826,34.5539,1030.0898,1.37362
647,642.442,6.4755,34.5537,1030.0953,1.3804
648,643.434,6.4697,34.5545,1030.1013,1.37871
649,644.425,6.468,34.5543,1030.1059,1.3757
650,645.416,6.4639,34.5546,1030.1113,1.37654
651,646.408,6.461,34.5542,1030.116,1.36878
652,647.399,6.4398,34.5542,1030.1236,1.37269
653,648.39,6.4123,34.5552,1030.133,1.37444
654,649.382,6.3956,34.5566,1030.1411,1.37445
655,650.373,6.3906,34.5566,1030.1463,1.37579
656,651.364,6.3883,34.5564,1030.151,1.37642
657,652.356,6.3845,34.5562,1030.156,1.37802
658,653.347,6.3753,34.5564,1030.162,1.37861
659,654.339,6.3725,34.5562,1030.1668,1.37863
660,655.33,6.3684,34.5565,1030.1722,1.37819
661,656.321,6.3626,34.5563,1030.1774,1.3775
662,657.313,6.3574,34.5571,1030.1833,1.37822
663,658.304,6.3529,34.5567,1030.1883,1.37936
664,659.295,6.351,34.5568,1030.1931,1.37754
665,660.287,6.3494,34.5569,1030.198,1.37623
666,661.278,6.3454,34.5568,1030.203,1.37844
667,662.269,6.3395,34.557,1030.2086,1.37556
668,663.261,6.3375,34.557,1030.2134,1.37404
669,664.252,6.3322,34.5566,1030.2184,1.38004
670,665.243,6.3282,34.5571,1030.2239,1.37776
671,666.235,6.3257,34.5573,1030.229,1.3744
672,667.226,6.3235,34.5572,1030.2337,1.37857
673,668.217,6.3229,34.5571,1030.2383,1.37887
674,669.208,6.3213,34.557,1030.243,1.37646
675,670.2,6.3193,34.5569,1030.2478,1.37507
676,671.191,6.3172,34.557,1030.2527,1.37496
677,672.182,6.3157,34.5571,1030.2575,1.37623
678,673.174,6.3144,34.557,1030.2622,1.37285
679,674.165,6.3116,34.5571,1030.2672,1.37565
680,675.156,6.3096,34.557,1030.272,1.37646
681,676.147,6.3034,34.557,1030.2774,1.3762
682,677.139,6.3001,34.5572,1030.2826,1.37475
683,678.13,6.2973,34.5574,1030.2876,1.37473
684,679.121,6.2962,34.5574,1030.2924,1.37262
685,680.112,6.2952,34.5574,1030.2971,1.37847
686,681.104,6.2951,34.5573,1030.3015,1.37906
687,682.095,6.2949,34.5572,1030.306,1.37654
688,683.086,6.2943,34.5572,1030.3106,1.376
689,684.077,6.2899,34.5571,1030.3158,1.38093
690,685.068,6.2834,34.5573,1030.3214,1.37817
691,686.06,6.2799,34.5574,1030.3265,1.37085
692,687.051,6.2706,34.5573,1030.3323,1.37277
693,688.042,6.2488,34.5583,1030.3408,1.38127
694,689.033,6.2412,34.5585,1030.3467,1.37516
695,690.024,6.2373,34.5589,1030.352,1.37704
696,691.016,6.2403,34.5584,1030.3558,1.37712
697,692.007,6.2295,34.5583,1030.3618,1.37945
698,692.998,6.2262,34.5588,1030.3671,1.37644
699,693.989,6.2237,34.5587,1030.372,1.37818
700,694.98,6.2213,34.5588,1030.377,1.37849
701,695.972,6.2207,34.5587,1030.3816,1.37528
702,696.962,6.2197,34.5586,1030.3861,1.37083
703,697.954,6.2183,34.5586,1030.3909,1.37432
704,698.945,6.2137,34.5585,1030.396,1.37835
705,699.936,6.209,34.5588,1030.4015,1.37846
706,700.927,6.204,34.5589,1030.4068,1.86458
707,701.918,6.1938,34.559,1030.4129,1.54389
708,702.909,6.1853,34.5592,1030.4189,1.12099
709,703.901,6.1831,34.5596,1030.424,1.36729
710,704.892,6.1825,34.5589,1030.4281,1.37585
711,705.883,6.1745,34.5594,1030.4342,1.38048
712,706.874,6.1717,34.5595,1030.4392,1.38343
713,707.865,6.1698,34.5596,1030.4441,1.38488
714,708.856,6.1681,34.5597,1030.4489,1.38497
715,709.847,6.1671,34.5595,1030.4535,1.38677
716,710.838,6.1668,34.5595,1030.458,1.39037
717,711.829,6.1656,34.5593,1030.4626,1.39074
718,712.821,6.1665,34.5593,1030.467,1.38919
719,713.812,6.1664,34.5594,1030.4717,1.38476
720,714.802,6.1658,34.5593,1030.4762,1.3796
721,715.794,6.1629,34.5591,1030.481,1.38898
722,716.785,6.1605,34.5594,1030.4861,1.38862
723,717.776,6.159,34.5593,1030.4908,1.37896
724,718.767,6.1582,34.5596,1030.4957,1.38235
725,719.758,6.1576,34.5593,1030.5001,1.38455
726,720.749,6.1565,34.5594,1030.5049,1.38433
727,721.74,6.1547,34.5592,1030.5095,1.3813
728,722.731,6.1522,34.5595,1030.5146,1.37871
729,723.722,6.1507,34.5595,1030.5194,1.38181
730,724.713,6.149,34.5597,1030.5243,1.38372
731,725.704,6.1487,34.5594,1030.5287,1.38357
732,726.695,6.1476,34.5594,1030.5334,1.38347
733,727.686,6.1462,34.5595,1030.5382,1.37704
734,728.677,6.1455,34.5596,1030.5429,1.3797
735,729.668,6.142,34.5594,1030.5478,1.37675
736,730.659,6.1392,34.5595,1030.5528,1.37338
737,731.65,6.1341,34.5597,1030.5583,1.37907
738,732.641,6.1309,34.5599,1030.5635,1.3791
739,733.632,6.13,34.5599,1030.5681,1.37661
740,734.623,6.1302,34.5597,1030.5725,1.37888
741,735.614,6.1299,34.5595,1030.5769,1.37737
742,736.605,6.1276,34.5597,1030.5819,1.37252
743,737.596,6.1248,34.56,1030.5871,1.37525
744,738.587,6.124,34.56,1030.5918,1.37471
745,739.578,6.1239,34.5599,1030.5962,1.37319
746,740.569,6.1233,34.5598,1030.6008,1.37721
747,741.56,6.1228,34.5597,1030.6053,1.37642
748,742.551,6.1196,34.5599,1030.6104,1.37444
749,743.542,6.1205,34.5599,1030.6149,1.36832
750,744.533,6.1185,34.56,1030.6197,1.37117
751,745.523,6.1182,34.5599,1030.6242,1.37227
752,746.514,6.117,34.56,1030.6291,1.37274
753,747.505,6.1169,34.5599,1030.6335,1.37362
754,748.496,6.1166,34.5598,1030.638,1.36808
755,749.487,6.1171,34.5599,1030.6426,1.36961
756,750.478,6.1175,34.5599,1030.6471,1.37129
757,751.469,6.1168,34.5599,1030.6517,1.37013
758,752.46,6.1172,34.5598,1030.6561,1.36956
759,753.451,6.1161,34.5599,1030.6608,1.36396
760,754.442,6.1151,34.5598,1030.6654,1.36686
761,755.432,6.1121,34.5598,1030.6705,1.36845
762,756.423,6.0966,34.5604,1030.6777,1.36974
763,757.414,6.0834,34.5598,1030.6837,1.37082
764,758.405,6.0687,34.5616,1030.6917,1.37107
765,759.396,6.068,34.5613,1030.6962,1.37121
766,760.387,6.0638,34.5615,1030.7015,1.37137
767,761.378,6.0602,34.5615,1030.7065,1.36942
768,762.368,6.055,34.5612,1030.7116,1.36537
769,763.359,6.0507,34.5617,1030.7171,1.36417
770,764.35,6.052,34.5614,1030.7213,1.36699
771,765.341,6.0523,34.5614,1030.7257,1.36823
772,766.332,6.0505,34.5616,1030.7307,1.36193
773,767.323,6.0418,34.5607,1030.7358,1.36193
774,768.313,6.0241,34.5622,1030.7441,1.36716
775,769.304,6.0238,34.5622,1030.7487,1.36778
776,770.295,6.0188,34.5618,1030.7536,1.36779
777,771.286,6.01,34.5624,1030.7598,1.36784
778,772.277,6.0035,34.5625,1030.7654,1.36438
779,773.267,6.0011,34.5627,1030.7705,1.36361
780,774.258,5.9993,34.5627,1030.7753,1.36135
781,775.249,5.9976,34.5626,1030.78,1.36258
782,776.24,5.9963,34.5625,1030.7846,1.35911
783,777.231,5.9947,34.5625,1030.7894,1.36092
784,778.221,5.9925,34.5625,1030.7942,1.36053
785,779.212,5.9929,34.5626,1030.7988,1.36178
786,780.203,5.9934,34.5627,1030.8033,1.36194
787,781.194,5.9963,34.5623,1030.8071,1.36228
788,782.184,5.9947,34.5623,1030.8119,1.36429
789,783.175,5.992,34.5623,1030.8168,1.36229
790,784.166,5.9917,34.5624,1030.8215,1.35845
791,785.156,5.9911,34.5624,1030.8261,1.35833
792,786.147,5.99,34.5625,1030.8308,1.36042
793,787.138,5.99,34.5624,1030.8354,1.36151
794,788.129,5.9907,34.5622,1030.8396,1.35721
795,789.12,5.9893,34.5622,1030.8443,1.36033
796,790.11,5.9871,34.5623,1030.8493,1.36543
797,791.101,5.9859,34.5624,1030.854,1.36341
798,792.092,5.9839,34.5625,1030.859,1.36
799,793.082,5.9819,34.5627,1030.8639,1.35921
800,794.073,5.9808,34.5625,1030.8685,1.36261
801,795.064,5.9791,34.5625,1030.8733,1.36225
802,796.054,5.9769,34.5625,1030.8782,1.35897
803,797.045,5.9748,34.5624,1030.8829,1.35985
804,798.036,5.9663,34.5624,1030.8886,1.36095
805,799.026,5.9516,34.5631,1030.8959,1.36143
806,800.017,5.9433,34.5635,1030.9019,1.36286
807,801.008,5.9373,34.5636,1030.9074,1.36069
808,801.998,5.93,34.5638,1030.9131,1.36003
809,802.989,5.9268,34.5641,1030.9184,1.36187
810,803.98,5.9188,34.5634,1030.9236,1.36004
811,804.97,5.888,34.5641,1030.9331,1.35753
812,805.961,5.8636,34.5654,1030.9422,1.35647
813,806.952,5.8541,34.5662,1030.9487,1.35494
814,807.942,5.8513,34.5658,1030.9533,1.35239
815,808.933,5.8386,34.5661,1030.9598,1.35753
816,809.924,5.8203,34.5661,1030.967,1.3591
817,810.914,5.7996,34.5665,1030.9749,1.35481
818,811.905,5.7741,34.5664,1030.983,1.35371
819,812.895,5.7393,34.5684,1030.9941,1.35765
820,813.886,5.7219,34.5686,1031.0013,1.35863
821,814.877,5.6872,34.5696,1031.0115,1.35448
822,815.867,5.6665,34.5708,1031.02,1.35198
823,816.858,5.6594,34.5707,1031.0254,1.35694
824,817.848,5.6538,34.5702,1031.0303,1.35305
825,818.839,5.6427,34.5704,1031.0366,1.34968
826,819.829,5.6333,34.5706,1031.0427,1.35275
827,820.82,5.6235,34.5701,1031.0482,1.34761
828,821.811,5.6043,34.5714,1031.0565,1.34955
829,822.801,5.598,34.5714,1031.0619,1.34972
830,823.792,5.5805,34.5702,1031.0679,1.34755
831,824.782,5.532,34.5715,1031.0804,1.35319
832,825.773,5.5125,34.5741,1031.0897,1.35224
833,826.763,5.5012,34.5725,1031.0946,1.3472
834,827.754,5.4738,34.5741,1031.1043,1.34723
835,828.744,5.4579,34.5746,1031.1114,1.34777
836,829.735,5.4449,34.5747,1031.1178,1.34631
837,830.725,5.4307,34.5738,1031.1236,1.34736
838,831.716,5.3808,34.5735,1031.135,1.34428
839,832.706,5.3096,34.5773,1031.1524,1.34548
840,833.697,5.2873,34.5795,1031.1617,1.34513
841,834.687,5.2805,34.5793,1031.167,1.34526
842,835.678,5.2764,34.5789,1031.1718,1.34583
843,836.668,5.2719,34.5784,1031.1766,1.34083
844,837.659,5.2665,34.5782,1031.1817,1.33954
845,838.649,5.2617,34.578,1031.1868,1.34201
846,839.64,5.2524,34.5778,1031.1925,1.33438
847,840.63,5.2444,34.5783,1031.1986,1.33511
848,841.621,5.227,34.5776,1031.2049,1.33742
849,842.611,5.2076,34.5793,1031.2135,1.33874
850,843.602,5.1944,34.5789,1031.2196,1.33603
851,844.592,5.1878,34.5793,1031.2253,1.33575
852,845.583,5.1835,34.5793,1031.2304,1.34043
853,846.573,5.1735,34.5785,1031.2358,1.33199
854,847.563,5.1603,34.5799,1031.2432,1.32959
855,848.554,5.1565,34.5795,1031.2479,1.33605
856,849.544,5.1524,34.5794,1031.253,1.33349
857,850.535,5.1489,34.5796,1031.2582,1.33029
858,851.525,5.1507,34.5792,1031.2622,1.33242
859,852.516,5.1496,34.5789,1031.2666,1.33376
860,853.506,5.146,34.5788,1031.2716,1.33116
861,854.496,5.1449,34.5789,1031.2764,1.32856
862,855.487,5.1427,34.5791,1031.2813,1.33124
863,856.477,5.1418,34.5789,1031.2859,1.33334
864,857.468,5.1409,34.5789,1031.2905,1.33237
865,858.458,5.1415,34.579,1031.2951,1.33191
866,859.448,5.1437,34.5786,1031.299,1.33158
867,860.439,5.1439,34.5785,1031.3034,1.32749
868,861.429,5.1439,34.5784,1031.3079,1.32826
869,862.419,5.1437,34.5783,1031.3124,1.32947
870,863.41,5.1422,34.5782,1031.3171,1.33193
871,864.4,5.1421,34.5783,1031.3217,1.33082
872,865.391,5.1419,34.5782,1031.3263,1.33027
873,866.381,5.1424,34.578,1031.3306,1.32991
874,867.371,5.1423,34.578,1031.3351,1.33054
875,868.362,5.1419,34.578,1031.3398,1.33075
876,869.352,5.1416,34.578,1031.3443,1.32853
877,870.342,5.142,34.5781,1031.3489,1.32586
878,871.333,5.1413,34.5779,1031.3533,1.32678
879,872.323,5.1399,34.5778,1031.3581,1.33142
880,873.313,5.1391,34.578,1031.3629,1.33152
881,874.303,5.1301,34.5767,1031.3676,1.32742
882,875.294,5.102,34.5797,1031.3784,1.33219
883,876.284,5.0909,34.5784,1031.3835,1.33173
884,877.274,5.0812,34.5806,1031.391,1.33005
885,878.265,5.073,34.5791,1031.3955,1.33186
886,879.255,5.0688,34.5803,1031.4016,1.32716
887,880.245,5.0661,34.5801,1031.4063,1.33094
888,881.236,5.0599,34.5801,1031.4118,1.32914
889,882.226,5.0578,34.5797,1031.4163,1.32561
890,883.216,5.0376,34.5808,1031.4245,1.33173
891,884.206,5.0327,34.5789,1031.4282,1.32939
892,885.196,5.0012,34.5817,1031.4392,1.33116
893,886.187,4.9927,34.582,1031.4451,1.32502
894,887.177,4.9883,34.5822,1031.4505,1.32406
895,888.167,4.9848,34.5819,1031.4553,1.32918
896,889.157,4.982,34.5818,1031.4602,1.33007
897,890.148,4.9786,34.5818,1031.4651,1.32981
898,891.138,4.974,34.5819,1031.4704,1.32897
899,892.128,4.97,34.5818,1031.4754,1.32126
900,893.118,4.961,34.5821,1031.4815,1.32362
901,894.109,4.9566,34.5819,1031.4864,1.32812
902,895.099,4.9442,34.5822,1031.4928,1.3258
903,896.089,4.9399,34.5826,1031.4983,1.32447
904,897.079,4.9369,34.5826,1031.5033,1.32252
905,898.069,4.9332,34.5823,1031.5081,1.3217
906,899.06,4.9287,34.5827,1031.5135,1.3245
907,900.05,4.9269,34.5825,1031.5182,1.32633
908,901.04,4.9202,34.5821,1031.5234,1.32506
909,902.031,4.9128,34.5828,1031.5295,1.327
910,903.021,4.9037,34.5829,1031.5354,1.32596
911,904.011,4.8915,34.5836,1031.5421,1.32106
912,905.001,4.8832,34.5836,1031.5477,1.32021
913,905.991,4.8778,34.5837,1031.5531,1.32497
914,906.981,4.8739,34.5838,1031.5583,1.32546
915,907.971,4.8722,34.5836,1031.5629,1.32576
916,908.961,4.8698,34.5838,1031.5679,1.32357
917,909.952,4.8676,34.5838,1031.5728,1.32035
918,910.942,4.8668,34.5836,1031.5773,1.3194
919,911.932,4.8676,34.5835,1031.5816,1.32494
920,912.922,4.8676,34.5833,1031.5861,1.3266
921,913.912,4.8669,34.5834,1031.5907,1.3245
922,914.902,4.8641,34.5834,1031.5957,1.32209
923,915.892,4.8618,34.5835,1031.6006,1.32321
924,916.882,4.861,34.5835,1031.6053,1.32357
925,917.873,4.8611,34.5834,1031.6097,1.32193
926,918.863,4.8568,34.5828,1031.6144,1.32346
927,919.853,4.851,34.5837,1031.6205,1.32211
928,920.843,4.842,34.5836,1031.6261,1.32462
929,921.833,4.8327,34.5841,1031.6323,1.32792
930,922.823,4.8303,34.5841,1031.6372,1.32297
931,923.813,4.8259,34.5842,1031.6424,1.32239
932,924.803,4.8231,34.5843,1031.6475,1.3232
933,925.793,4.8201,34.5841,1031.6523,1.32274
934,926.783,4.8162,34.5843,1031.6575,1.32267
935,927.773,4.8154,34.5842,1031.6621,1.32391
936,928.764,4.8134,34.5843,1031.6669,1.32209
937,929.753,4.8124,34.5843,1031.6716,1.32318
938,930.743,4.8098,34.5842,1031.6764,1.32577
939,931.733,4.8059,34.5844,1031.6817,1.32279
940,932.724,4.8005,34.5846,1031.6871,1.32327
941,933.714,4.7988,34.5845,1031.6918,1.32487
942,934.704,4.7946,34.5845,1031.6969,1.32575
943,935.694,4.7922,34.5847,1031.702,1.32414
944,936.684,4.7917,34.5845,1031.7065,1.3268
945,937.674,4.7901,34.5847,1031.7114,1.32106
946,938.664,4.788,34.5847,1031.7162,1.31983
947,939.654,4.785,34.5848,1031.7212,1.32175
948,940.644,4.781,34.5845,1031.7261,1.32387
949,941.634,4.7706,34.5845,1031.732,1.32585
950,942.624,4.7562,34.5857,1031.7395,1.3277
951,943.614,4.7537,34.5857,1031.7444,1.32242
952,944.604,4.7473,34.5857,1031.7497,1.32459
953,945.594,4.7458,34.5859,1031.7546,1.32462
954,946.583,4.7449,34.5856,1031.7591,1.32603
955,947.574,4.7436,34.5856,1031.7638,1.32138
956,948.564,4.7426,34.5856,1031.7685,1.32677
957,949.554,4.7417,34.5857,1031.7732,1.32462
958,950.544,4.7405,34.5857,1031.778,1.32509
959,951.533,4.7395,34.5856,1031.7825,1.3182
960,952.523,4.7392,34.5856,1031.7872,1.32532
961,953.513,4.739,34.5855,1031.7916,1.33053
962,954.503,4.7383,34.5856,1031.7963,1.32388
963,955.493,4.738,34.5855,1031.8009,1.31783
964,956.483,4.7376,34.5856,1031.8056,1.32593
965,957.473,4.7372,34.5856,1031.8101,1.32723
966,958.463,4.7369,34.5855,1031.8146,1.32765
967,959.453,4.7367,34.5854,1031.8192,1.32218
968,960.443,4.7374,34.5855,1031.8237,1.3244
969,961.432,4.7371,34.5854,1031.8282,1.32144
970,962.423,4.7353,34.5855,1031.8331,1.325
971,963.412,4.7351,34.5854,1031.8376,1.3286
972,964.402,4.733,34.5853,1031.8423,1.32365
973,965.392,4.7257,34.5856,1031.8481,1.32251
974,966.382,4.7241,34.5858,1031.853,1.32957
975,967.372,4.7239,34.5857,1031.8575,1.32856
976,968.362,4.7219,34.5857,1031.8623,1.3232
977,969.352,4.7174,34.5859,1031.8676,1.31899
978,970.341,4.715,34.5861,1031.8727,1.32918
979,971.331,4.7122,34.5859,1031.8774,1.32712
980,972.321,4.7111,34.5858,1031.882,1.3253
981,973.311,4.7078,34.5858,1031.8871,1.32642
982,974.301,4.7033,34.5863,1031.8926,1.32467
983,975.291,4.7011,34.5863,1031.8974,1.32051
984,976.281,4.6977,34.5862,1031.9023,1.32712
985,977.27,4.6903,34.5862,1031.9079,1.3276
986,978.26,4.6818,34.5864,1031.9137,1.32381
987,979.25,4.6679,34.5871,1031.9208,1.32614
988,980.24,4.6605,34.5872,1031.9263,1.32769
989,981.23,4.6439,34.5873,1031.9332,1.32723
990,982.219,4.6131,34.5876,1031.9422,1.32647
991,983.209,4.587,34.5897,1031.9519,1.32394
992,984.199,4.5805,34.5895,1031.9571,1.32179
993,985.189,4.5592,34.5896,1031.9646,1.32359
994,986.178,4.5457,34.5909,1031.972,1.32881
995,987.168,4.5435,34.5904,1031.9765,1.32588
996,988.158,4.5404,34.5902,1031.9813,1.32783
997,989.148,4.5375,34.5902,1031.9862,1.32135
998,990.138,4.5338,34.5899,1031.991,1.3206
999,991.127,4.5291,34.5903,1031.9965,1.32458
1000,992.117,4.5285,34.5903,1032.0011,1.32204
1001,993.107,4.5281,34.5903,1032.0057,1.3201
1002,994.097,4.5276,34.59,1032.0101,1.33097
1003,995.086,4.5271,34.59,1032.0147,1.32212
1004,996.076,4.5251,34.5898,1032.0194,1.3187
1005,997.066,4.5186,34.5901,1032.025,1.32026
1006,998.056,4.5145,34.5903,1032.0303,1.32354
1007,999.045,4.512,34.5903,1032.0352,1.3239
